Customer ID,City,Zip Code,Latitude,Longitude
2400-FEQME,Grenada,96038,41.599978,-122.539381
2400-XIWIO,Lucerne,95458,39.141934,-122.770679
2402-TAIRZ,Los Angeles,90012,34.065875,-118.238728
2403-BCASL,Santa Ana,92705,33.766004,-117.786763
2404-JIBFC,Anaheim,92804,33.818,-117.974404
2405-LBMUW,Oceanside,92057,33.254497,-117.285879
2408-PSJVE,Chino Hills,91709,33.942895,-117.725644
2408-TZMJL,Gualala,95445,38.848082,-123.50608
2408-WITXK,San Jose,95110,37.34667,-121.910019
2410-CIYFZ,Woodland,95776,38.694081,-121.694431
2418-TPEUN,Topanga,90290,34.115192,-118.61017
2419-FSORS,Salinas,93906,36.722898,-121.633648
2424-WVHPL,Redondo Beach,90278,33.873395,-118.37019
2428-HYUNX,San Francisco,94109,37.794487,-122.42227
2428-ZMCTB,Mountain View,94040,37.380662,-122.086022
2429-AYKKO,Redding,96003,40.677649,-122.29467
2430-RRYUW,Tecate,91980,32.587557,-116.636816
2430-USGXP,Santa Fe Springs,90670,33.933565,-118.062611
2432-TFSMK,Sebastopol,95472,38.398815,-122.861923
2433-KMEAS,Dublin,94568,37.713926,-121.928425
2434-EEVDB,California City,93505,35.151491,-117.927597
2436-QBZFP,Yreka,96097,41.764869,-122.671316
2439-LYPMQ,Milford,96121,40.181279,-120.392967
2439-QKJUL,Saratoga,95070,37.257772,-122.051824
2446-BEGGB,Lakewood,90712,33.840524,-118.148403
2446-PLQVO,Santa Clarita,91350,34.502432,-118.41459
2446-ZKVAF,Stockton,95207,38.002125,-121.324979
2450-ZKEED,Mammoth Lakes,93546,37.550074,-118.837167
2451-YMUXS,Vista,92084,33.22784,-117.200024
2452-KDRRH,Mi Wuk Village,95346,38.121601,-120.133915
2452-MRMZF,Inglewood,90303,33.936291,-118.332639
2452-SNHFZ,Elk Creek,95939,39.53222,-122.594879
2453-SAFNS,Likely,96116,41.266008,-120.490731
2454-RPBRZ,Catheys Valley,95306,37.394411,-120.127262
2455-USLMV,Redlands,92373,34.003243,-117.138286
2458-EOMRE,Mc Farland,93250,35.666886,-119.186717
2460-FPSYH,Exeter,93221,36.301689,-119.018233
2460-NGXBJ,Stockton,95206,37.902422,-121.440029
2462-XIIJB,Miranda,95553,40.210895,-123.86
2465-BLLEU,Salinas,93906,36.722898,-121.633648
2466-FCCPT,North Fork,93643,37.244307,-119.470256
2466-NEJOJ,Bodega,94922,38.343282,-122.9755
2468-SJFLM,Biggs,95917,39.457388,-121.818201
2469-DTSGX,Somis,93066,34.297628,-119.014627
2472-OVKUP,Canoga Park,91304,34.224377,-118.632656
2474-BRUCM,Redding,96002,40.527834,-122.318749
2474-LCNUE,Sunset Beach,90742,33.719221,-118.073596
2475-MROZF,Murrieta,92562,33.548869,-117.334165
2476-YGEFM,Clovis,93611,36.917652,-119.593757
2478-EEWWM,Glenn,95943,39.597975,-122.032248
2479-BRAMR,Murphys,95247,38.147852,-120.440124
2480-EJWYP,Roseville,95747,38.784329,-121.373245
2480-JZOSN,Woody,93287,35.710244,-118.881679
2480-SQIOB,Woodland Hills,91364,34.153733,-118.593408
2481-SBOYW,San Bernardino,92405,34.142747,-117.300864
2482-CZGBB,Anaheim,92804,33.818,-117.974404
2483-XSSMZ,Orinda,94563,37.873916,-122.20522
2484-DGXPZ,San Dimas,91773,34.102119,-117.815532
2485-ITVKB,Northridge,91325,34.236683,-118.517588
2486-WYVVE,Sacramento,95830,38.490508,-121.284171
2495-INZWQ,San Juan Bautista,95045,36.810568,-121.503022
2495-KZNFB,La Mesa,91942,32.782501,-117.01611
2495-TTHBQ,La Quinta,92253,33.695532,-116.310571
2498-XLDZR,San Diego,92113,32.697098,-117.116587
2499-AJYUA,Benton,93512,37.653947,-118.231443
2501-XWWTZ,San Clemente,92673,33.4725,-117.584273
2504-DSHIH,Thousand Oaks,91360,34.214054,-118.88109
2506-CLAKW,Ventura,93003,34.279221,-119.221437
2506-TNFCO,Riverside,92509,34.004379,-117.447864
2507-QZPQS,La Mirada,90638,33.902045,-118.008961
2509-TFPJU,Torrance,90505,33.807882,-118.347957
2511-ALLCS,Temple City,91780,34.101608,-118.055848
2511-MORQY,Torrance,90502,33.833181,-118.292062
2514-GINMM,Dana Point,92629,33.477923,-117.705314
2516-VQRRV,Culver City,90230,33.993991,-118.39704
2516-XSJKX,San Juan Bautista,95045,36.810568,-121.503022
2519-ERQOJ,Desert Hot Springs,92241,33.832799,-116.250973
2519-FAKOD,Tehachapi,93561,35.073777,-118.652112
2519-LBNQL,Artesia,90701,33.867593,-118.080637
2519-TWKFS,Blocksburg,95514,40.309088,-123.668201
2520-SGTTA,Ben Lomond,95005,37.078873,-122.090386
2521-NPUZR,Santa Maria,93458,34.95934,-120.490081
2522-AHJXR,Death Valley,92328,36.27688,-117.033326
2522-WLNSF,Los Olivos,93441,34.70434,-120.02609
2523-EWWZL,Blythe,92225,33.674583,-114.71612
2525-GVKQU,Santa Margarita,93453,35.303926,-120.256567
2528-HFYZX,Santa Ana,92706,33.765893,-117.881533
2530-ENDWQ,Rio Dell,95562,40.485849,-124.163234
2530-FMFXO,Irvine,92602,33.720359,-117.733655
2533-QVMSK,March Air Reserve Base,92518,33.888323,-117.277533
2533-TIBIX,Oak Run,96069,40.689243,-122.037023
2535-PBCGC,San Diego,92108,32.774046,-117.142454
2538-OIMXF,Cathedral City,92234,33.829583,-116.474131
2541-YGPKE,Lemon Cove,93244,36.462671,-118.997291
2542-HYGIQ,Palo Alto,94303,37.45809,-122.115398
2545-EBUPK,Los Angeles,90045,33.954017,-118.402447
2545-LXYVJ,Suisun City,94585,38.197907,-122.017258
2546-KZAAT,San Diego,92119,32.802959,-117.027095
2550-AEVRU,Woodland Hills,91364,34.153733,-118.593408
2550-QHZGP,Calexico,92231,32.690654,-115.431225
2558-BUOZZ,Glendale,91204,34.136306,-118.26036
2560-PPCHE,Huntington Beach,92649,33.721917,-118.043237
2560-QTSBS,Pomona,91766,34.042286,-117.756106
2560-WBWXF,March Air Reserve Base,92518,33.888323,-117.277533
2565-JSLRY,Bakersfield,93306,35.449881,-118.841442
2568-BRGYX,Dixon,95620,38.392821,-121.799917
2568-OIADY,Escondido,92027,33.141265,-116.967221
2569-WGERO,Landers,92285,34.341737,-116.539416
2573-GYRUU,San Miguel,93451,35.886767,-120.608661
2575-GFSOE,Graton,95444,38.434362,-122.86891
2576-HXMPA,Mckinleyville,95519,40.965011,-124.015255
2577-GVSIL,Lamont,93241,35.245035,-118.905553
2578-JQPHZ,Bayside,95524,40.825486,-124.049485
2580-ASVVY,San Ysidro,92173,32.555828,-117.040073
2580-ATZSQ,San Jose,95123,37.238758,-121.828375
2581-VKIRT,Kings Beach,96143,39.246654,-120.029273
2582-FFFZR,Vallejo,94592,38.093701,-122.276589
2585-KTFRE,Escondido,92027,33.141265,-116.967221
2586-CWXVV,Hawaiian Gardens,90716,33.830431,-118.074071
2587-EKXTS,San Diego,92116,32.765299,-117.122565
2587-YNLES,Downey,90240,33.956228,-118.120993
2589-AYCRP,Cedar Glen,92321,34.255203,-117.175654
2592-HODOV,Brea,92823,33.924143,-117.79387
2592-SEIFQ,San Anselmo,94960,37.99272,-122.575026
2592-YKDIF,North Highlands,95660,38.671295,-121.388251
2595-KIWPV,Tecate,91980,32.587557,-116.636816
2599-CIPQE,Compton,90220,33.88151,-118.234451
2599-CZABP,Meridian,95957,39.068071,-121.832638
2603-HVKCG,Meridian,95957,39.068071,-121.832638
2604-IJPDU,Encino,91316,34.150354,-118.518292
2604-XVDAM,Pope Valley,94567,38.672708,-122.403219
2606-PKWJB,Little River,95456,39.245911,-123.77214
2606-RMDHZ,Lakewood,90713,33.847755,-118.112532
2607-DHDAK,Bakersfield,93307,35.280113,-118.962329
2607-FBDFF,Tuolumne,95379,37.939768,-120.188002
2608-BHKFN,Berkeley,94703,37.863843,-122.275684
2609-IAICY,North Fork,93643,37.244307,-119.470256
2612-PHGOX,Graton,95444,38.434362,-122.86891
2612-RANWT,Mount Laguna,91948,32.830852,-116.444601
2612-RRIDN,Westwood,96137,40.271535,-121.018087
2615-YVMYX,Chula Vista,91915,32.605012,-116.97595
2616-FLVQC,Point Arena,95468,38.911299,-123.609588
2616-UUTFK,Bakersfield,93313,35.140938,-119.051348
2619-WFQWU,Mission Viejo,92692,33.60693,-117.644253
2621-UDNLU,San Francisco,94107,37.768881,-122.395521
2623-DRYAM,Jamul,91935,32.695681,-116.798386
2625-TRCZQ,Auburn,95602,38.99003,-121.114408
2626-URJFX,Termo,96132,41.027281,-120.669427
2626-VEEWG,Sun City,92587,33.69887,-117.25071
2632-IVXVF,Kernville,93238,35.852892,-118.397782
2632-TACXW,Richmond,94801,37.945288,-122.383941
2632-UCGVD,Fairfield,94533,38.287136,-122.02711
2634-HCZGT,San Jose,95126,37.327069,-121.916819
2636-ALXXZ,Tahoe Vista,96148,39.24124,-120.054765
2636-OHFMN,Orosi,93647,36.600185,-119.175655
2636-SJDOU,Seal Beach,90740,33.75462,-118.071128
2637-FKFSY,Wasco,93280,35.652242,-119.4464
2639-UGMAZ,Artesia,90701,33.867593,-118.080637
2640-LYMOV,Anaheim,92804,33.818,-117.974404
2640-PMGFL,West Sacramento,95605,38.592745,-121.540036
2642-DTVCO,Chualar,93925,36.596271,-121.442274
2642-MAWLJ,Menlo Park,94025,37.449551,-122.183762
2645-QTLMB,Bloomington,92316,34.059722,-117.39104
2649-HWLYB,Fresno,93727,36.751489,-119.68072
2650-GYRYL,Kerman,93630,36.727418,-120.123526
2651-ZCBXV,Burbank,91501,34.188339,-118.300942
2654-VBVPB,Newport Beach,92663,33.62251,-117.927024
2656-FMOKZ,Pasadena,91106,34.139402,-118.128658
2656-TABEH,Temecula,92591,33.540604,-117.10909
2657-ALMWY,Simi Valley,93065,34.269449,-118.768471
2657-VPXTA,Anza,92539,33.527605,-116.666551
2659-VXMWZ,Newport Coast,92657,33.603282,-117.821841
2660-EMUBI,Escondido,92027,33.141265,-116.967221
2661-GKBTK,Eureka,95503,40.737431,-124.108897
2662-NNTDK,Coleville,96107,38.42528,-119.475741
2664-XJZNO,Oroville,95965,39.624561,-121.552866
2665-NPTGL,Sheep Ranch,95250,38.244806,-120.417301
2667-WYLWJ,Dunnigan,95937,38.931425,-121.946081
2668-TZSPS,Santa Rosa,95403,38.488431,-122.752839
2669-OIDSD,Long Beach,90810,33.819814,-118.222416
2669-QVCRG,Forest Ranch,95942,40.077028,-121.494168
2672-DZUOY,Buttonwillow,93206,35.451402,-119.488413
2672-HUYVI,Newman,95360,37.343846,-121.039391
2672-OJQZP,Stockton,95203,37.954089,-121.329761
2672-TGEFF,Traver,93673,36.456091,-119.486225
2673-CXQEU,Gardena,90247,33.890853,-118.297967
2673-ZALNP,Mcarthur,96056,41.10831,-121.360362
2674-MIAHT,Blocksburg,95514,40.309088,-123.668201
2674-MLXMN,Richmond,94801,37.945288,-122.383941
2675-DHUTR,Big Pine,93513,37.245505,-118.062943
2675-IJRGJ,Oakland,94621,37.750553,-122.197175
2675-OTVVJ,Novato,94945,38.135897,-122.563683
2676-ISHSF,Anderson,96007,40.448632,-122.306657
2676-OXPPQ,Irvine,92612,33.643095,-117.810896
2676-SSLTO,Hawaiian Gardens,90716,33.830431,-118.074071
2680-XKKNJ,Weimar,95736,39.00978,-120.978273
2682-KEVRP,Woodlake,93286,36.464635,-119.094348
2683-BPJSO,Byron,94514,37.83323,-121.601461
2683-JXWQQ,Visalia,93291,36.391777,-119.372842
2684-EIWEO,San Diego,92129,32.961064,-117.134917
2685-SREOM,Rancho Cucamonga,91730,34.10097,-117.57882
2688-BHGOG,Olancha,93549,36.296851,-117.865469
2690-DVRVK,San Diego,92120,32.807867,-117.060993
2691-NZETQ,San Jose,95130,37.277592,-121.986477
2692-AQCPF,San Mateo,94403,37.538309,-122.305109
2692-BUCFV,Shingle Springs,95682,38.598936,-120.963092
2692-PFYTJ,Hercules,94547,37.991259,-122.214945
2694-CIUMO,Los Angeles,90033,34.050198,-118.210946
2696-ECXKC,Ione,95640,38.33788,-120.954202
2696-NARTR,Corona Del Mar,92625,33.600987,-117.862734
2696-RZVZW,Downey,90242,33.921793,-118.140588
2697-NQBPF,Fulton,95439,38.493888,-122.777141
2700-LUEVA,Oakland,94618,37.84551,-122.235181
2703-AMTUL,Lookout,96054,41.280478,-121.160249
2706-QZIHY,Los Angeles,90005,34.059281,-118.30742
2709-UQGNP,San Mateo,94401,37.590421,-122.306467
2710-WYVXG,Sun Valley,91352,34.231053,-118.338307
2712-SYWAY,Creston,93432,35.480896,-120.469476
2716-GFZOR,Raymond,93653,37.252057,-119.95783
2717-HVIZY,Orleans,95556,41.269521,-123.546958
2718-GAXQD,Fallbrook,92028,33.362575,-117.299644
2718-YSKCS,Tomales,94971,38.240769,-122.901041
2719-BDAQO,Sunnyvale,94086,37.378541,-122.020456
2720-FVBQP,Mccloud,96057,41.251322,-122.105209
2720-WGKHP,Sloughhouse,95683,38.470423,-121.114897
2722-JMONI,Escondido,92029,33.079834,-117.134275
2722-VOJQL,San Diego,92126,32.886925,-117.152162
2724-FJDYW,Inverness,94937,38.099323,-122.945723
2725-IWWBA,El Cajon,92020,32.79697,-116.969082
2725-KXXWT,Vallejo,94589,38.161321,-122.271588
2725-TTRIQ,Menifee,92584,33.653338,-117.178271
2729-VNVAP,Vallejo,94590,38.104705,-122.247387
2731-GJRDG,Corona,92880,33.918043,-117.617809
2732-ISEZX,Pacific Grove,93950,36.618337,-121.926417
2737-WFVYW,Marina Del Rey,90292,33.977468,-118.445475
2737-YNGYW,Hemet,92543,33.739415,-116.968339
2739-CACDQ,La Jolla,92037,32.853743,-117.25034
2739-CCZMB,Alleghany,95910,39.467828,-120.841386
2740-JFBOK,Lakewood,90713,33.847755,-118.112532
2740-TVLFN,Manteca,95337,37.750822,-121.238423
2746-DIJLO,Harbor City,90710,33.798266,-118.300237
2748-MYRVK,Fresno,93702,36.739385,-119.753649
2749-CTKAJ,Long Beach,90813,33.781086,-118.199049
2750-BJLSB,Rancho Santa Fe,92067,33.012751,-117.200617
2753-JMMCV,Paso Robles,93446,35.634222,-120.728341
2754-SDJRD,Somis,93066,34.297628,-119.014627
2754-VDLTR,Greenview,96037,41.528541,-122.955018
2754-XBHTB,Amador City,95601,38.431407,-120.8421
2758-RNWXS,Oceanside,92054,33.351059,-117.420557
2761-OCIAX,Palo Cedro,96073,40.582399,-122.195512
2761-XECQW,Glenhaven,95443,39.045246,-122.743181
2770-NSVDG,San Jose,95124,37.257063,-121.923037
2773-MADBQ,Long Beach,90804,33.783047,-118.1486
2773-OVBPK,Orange,92865,33.828779,-117.848299
2774-LVQUS,Temecula,92592,33.507255,-117.029473
2775-SEFEE,Wilmington,90744,33.782068,-118.262263
2777-PHDEI,Ahwahnee,93601,37.375816,-119.739935
2778-OCLGR,Soda Springs,95728,39.279068,-120.414275
2782-JEEBU,Los Molinos,96055,40.059385,-122.091481
2782-LFZVW,Costa Mesa,92627,33.645672,-117.922613
2786-GCDPI,Pioneertown,92268,34.201108,-116.593456
2788-CJQAQ,Winton,95388,37.421299,-120.599587
2789-CZANW,Dublin,94568,37.713926,-121.928425
2789-HQBOU,Bakersfield,93306,35.449881,-118.841442
2790-XUYMV,Mount Hamilton,95140,37.382909,-121.634151
2791-SFVEW,Los Angeles,90013,34.044639,-118.240413
2792-LSHWX,Fremont,94555,37.555473,-122.080312
2792-VPPET,San Gabriel,91776,34.089927,-118.095645
2794-XIMMO,Rancho Cucamonga,91737,34.245289,-117.642503
2796-NNUFI,Palos Verdes Peninsula,90274,33.788208,-118.404955
2796-UUZZO,Redding,96002,40.527834,-122.318749
2798-NYLMZ,Los Banos,93635,36.995162,-120.955099
2799-ARNLO,Bonsall,92003,33.290907,-117.202895
2799-TSLAG,Irvine,92618,33.667145,-117.732135
2800-QQUSO,Riverside,92505,33.920907,-117.489426
2800-VEQXM,Lebec,93243,34.845861,-118.885163
2801-NISEI,Mt Baldy,91759,34.231318,-117.662032
2804-ETQDK,Ventura,93004,34.278697,-119.167798
2805-AUFQN,Traver,93673,36.456091,-119.486225
2805-EDJPQ,San Diego,92124,32.827238,-117.089287
2806-MLNTI,White Water,92282,33.972293,-116.654195
2808-CHTDM,Los Angeles,90024,34.066303,-118.435479
2809-ILCYT,Sequoia National Park,93262,36.527243,-118.594938
2809-ZMYOQ,Camptonville,95922,39.432127,-121.099287
2810-FTLEM,Los Angeles,90036,34.070291,-118.349191
2811-POVEX,Live Oak,95953,39.258746,-121.77697
2812-ENYMO,Orick,95555,41.336354,-124.044354
2812-REYAT,Chilcoot,96105,39.872961,-120.198876
2812-SFXMJ,Hat Creek,96040,40.789799,-121.474529
2815-CPTUL,Gasquet,95543,41.867908,-123.794144
2817-LVCPP,Sacramento,95822,38.512569,-121.495184
2817-NTQDO,Huntington Beach,92646,33.666301,-117.969501
2819-GWENI,Hayward,94542,37.656695,-122.048361
2821-WARNZ,Buena Park,90620,33.845706,-118.012204
2823-LKABH,Rancho Mirage,92270,33.763678,-116.429928
2824-DXNKN,Santa Cruz,95065,37.031404,-121.981865
2824-MYYBN,Bakersfield,93313,35.140938,-119.051348
2826-DXLQO,El Cerrito,94530,37.924838,-122.289145
2826-UWHIS,Sequoia National Park,93262,36.527243,-118.594938
2828-SLQPF,San Marino,91108,34.122671,-118.112911
2829-HYVZP,Fairfax,94930,37.971751,-122.611873
2830-LEWOA,Jamestown,95327,37.84771,-120.486589
2831-EBWRN,Altadena,91001,34.196837,-118.142236
2832-KJCRD,Los Angeles,90071,34.052917,-118.255178
2832-SCUCO,Kirkwood,95646,38.631489,-120.015167
2833-SLKDQ,Caspar,95420,39.361283,-123.784599
2834-JKOOW,Gerber,96035,40.03194,-122.176023
2834-JRTUA,Martinez,94553,38.014457,-122.115432
2834-SPCJV,Rough And Ready,95975,39.225634,-121.156163
2839-RFSQE,Rancho Mirage,92270,33.763678,-116.429928
2840-XANRC,San Diego,92122,32.85723,-117.209774
2842-BCQGE,San Diego,92139,32.677716,-117.047666
2842-JTCCU,Hopland,95449,38.93706,-123.118111
2843-CQMEG,San Diego,92120,32.807867,-117.060993
2845-AFFTX,Westport,95488,39.724433,-123.767578
2845-HSJCY,Fallbrook,92028,33.362575,-117.299644
2845-KDHVX,Sheridan,95681,38.984756,-121.345074
2848-YXSMW,Torrance,90503,33.840399,-118.353714
2851-MMUTZ,Tahoe Vista,96148,39.24124,-120.054765
2851-STERV,Descanso,91916,32.912664,-116.635387
2853-CWQFQ,Eureka,95503,40.737431,-124.108897
2856-HYAPG,Platina,96076,40.367964,-122.937379
2856-NNASM,Santa Rosa,95407,38.394091,-122.739814
2858-EIMXH,Vallejo,94592,38.093701,-122.276589
2858-MOFSQ,Rio Oso,95674,38.954144,-121.482536
2860-RANUS,Mc Kittrick,93251,35.38381,-119.730885
2862-JVEOY,Loma Mar,94021,37.266388,-122.26308
2862-PFNIK,San Leandro,94578,37.704384,-122.126703
2863-IMQDR,San Diego,92130,32.957195,-117.202542
2865-TCHJW,Anaheim,92807,33.848733,-117.788357
2866-IKBTM,Dana Point,92629,33.477923,-117.705314
2867-UIMSS,Vernalis,95385,37.609095,-121.263381
2868-LLSKM,Escondido,92027,33.141265,-116.967221
2868-MZAGQ,Modesto,95354,37.639029,-120.964772
2868-SNELZ,San Diego,92122,32.85723,-117.209774
2869-ADAWR,Sutter Creek,95685,38.432145,-120.77069
2873-ZLIWT,Temecula,92592,33.507255,-117.029473
2874-YXVVA,Herlong,96113,40.198234,-120.18089
2876-GZYZC,Cerritos,90703,33.8681,-118.067402
2876-VBBBL,Shaver Lake,93664,37.223,-119.001021
2877-VDUER,Camp Nelson,93208,36.057458,-118.591951
2878-DHMIN,Sacramento,95833,38.619049,-121.517552
2878-RMWXY,Temecula,92590,33.475493,-117.219551
2880-FPNAE,Van Nuys,91405,34.202494,-118.448048
2882-DDZPG,San Carlos,94070,37.497915,-122.267361
2882-WDTBA,Willows,95988,39.493991,-122.286363
2883-ILGWO,Compton,90222,33.912246,-118.236773
2884-GBPFB,Morro Bay,93442,35.369553,-120.763864
2885-HIJDH,Tecate,91980,32.587557,-116.636816
2886-KEFUM,Big Bend,96011,41.096569,-121.879082
2887-JPYLU,Stinson Beach,94970,37.921137,-122.657562
2888-ADFAO,Palmdale,93551,34.613476,-118.256358
2889-FPWRM,Mckinleyville,95519,40.965011,-124.015255
2890-WFBHU,Salyer,95563,40.89866,-123.539754
2892-GESUL,San Juan Capistrano,92675,33.521447,-117.602555
2894-QOJRX,San Diego,92124,32.827238,-117.089287
2896-TBNBE,Guadalupe,93434,34.936,-120.594655
2897-DOVND,Winterhaven,92283,32.852947,-114.850784
2898-LSJGD,Santa Ana,92707,33.714829,-117.872941
2898-MRKPI,Ranchita,92066,33.215251,-116.53633
2900-PHPLN,Vista,92083,33.17494,-117.242761
2903-YYTBW,Hemet,92545,33.734933,-117.044145
2904-GGUAZ,Potrero,91963,32.619465,-116.593605
2905-KFQUV,Moss Beach,94038,37.515556,-122.502311
2907-ILJBN,Duarte,91010,34.145695,-117.95982
2908-WGAXL,Fullerton,92835,33.902211,-117.914922
2908-ZTPNF,Pleasanton,94566,37.633361,-121.862395
2911-IJORQ,Stirling City,95978,39.904002,-121.527823
2911-UREFD,Santa Monica,90405,34.005439,-118.477507
2911-WDXMV,Fontana,92335,34.087558,-117.464096
2916-BQZLN,Reseda,91335,34.200175,-118.540958
2919-HBCJO,Downieville,95936,39.578792,-120.780786
2920-RNCEZ,Lebec,93243,34.845861,-118.885163
2921-XWDJH,Glendale,91202,34.167926,-118.267539
2923-ARZLG,La Verne,91750,34.144703,-117.770299
2924-KHUVI,Orland,95963,39.748037,-122.302169
2925-MXLSX,Chula Vista,91911,32.607964,-117.059459
2925-VDZHY,Sonora,95370,37.982716,-120.343732
2926-JEJJC,Angelus Oaks,92305,34.1678,-116.86433
2927-CVULT,Ramona,92065,33.044541,-116.833922
2927-QRRQV,Scott Bar,96085,41.737962,-123.07557
2928-HLDBA,Cypress,90630,33.818477,-118.038307
2929-ERCFZ,Independence,93526,36.869584,-118.189241
2929-QNSRW,San Diego,92130,32.957195,-117.202542
2930-UOTMB,Riverside,92506,33.930931,-117.361788
2931-FSOHN,Napa,94559,38.232389,-122.324944
2931-SVLTV,Vallejo,94589,38.161321,-122.271588
2931-VUVJN,Murrieta,92562,33.548869,-117.334165
2931-XIQBR,Kelseyville,95451,38.93496,-122.792243
2933-FILNV,Carlsbad,92009,33.098018,-117.258203
2933-XEUJM,Ballico,95303,37.4695,-120.672724
2937-FTHUR,Cedar Glen,92321,34.255203,-117.175654
2946-KIQSP,Fallbrook,92028,33.362575,-117.299644
2947-DOMLJ,Buena Park,90621,33.874224,-117.993368
2951-QOQTK,Sacramento,95815,38.608405,-121.449942
2952-QAYZF,Sacramento,95828,38.486938,-121.395805
2954-PIBKO,Los Angeles,90058,34.001617,-118.222274
2955-BJZHG,Apple Valley,92308,34.424926,-117.184503
2955-PSXOE,Topanga,90290,34.115192,-118.61017
2956-GGUCQ,Pioneer,95666,38.546999,-120.271114
2957-JIRMN,Vallejo,94591,38.105733,-122.186338
2957-LOLHO,Fallbrook,92028,33.362575,-117.299644
2958-NHPPS,Sacramento,95816,38.574856,-121.46504
2959-EEXWB,Pasadena,91105,34.13946,-118.166649
2959-FENLU,Los Gatos,95033,37.160194,-121.945611
2959-MJHIC,Hinkley,92347,34.983808,-117.239306
2960-NKRSO,Mad River,95552,40.390301,-123.412327
2961-VNFKL,Mountain View,94041,37.388349,-122.075299
2962-XPMCQ,Sacramento,95828,38.486938,-121.395805
2967-MXRAV,Los Angeles,90003,33.964131,-118.272783
2968-SSGAA,San Francisco,94117,37.770533,-122.445121
2969-QWUBZ,Los Altos,94022,37.349546,-122.134356
2969-VAPYH,Fresno,93704,36.799648,-119.801247
2969-WGHQO,Bradley,93426,35.842889,-121.004862
2971-SGAFL,Millbrae,94030,37.601248,-122.403099
2972-YDYUW,Posey,93260,35.861928,-118.636698
2974-GGUXS,Granite Bay,95746,38.749466,-121.184196
2977-CEBSX,Coachella,92236,33.680031,-116.171678
2978-XXSOG,Doyle,96109,40.012675,-120.101857
2979-SXESE,Berkeley,94703,37.863843,-122.275684
2982-IHMFT,San Diego,92126,32.886925,-117.152162
2982-VPSGI,South Pasadena,91030,34.110444,-118.156957
2983-ZANRP,La Puente,91744,34.031441,-117.936436
2984-AFWNC,Rough And Ready,95975,39.225634,-121.156163
2984-MIIZL,Guadalupe,93434,34.936,-120.594655
2984-RGEYA,Winnetka,91306,34.209532,-118.577563
2984-TBYKU,Barstow,92311,34.965648,-117.001509
2985-FMWYF,Myers Flat,95554,40.267158,-123.805913
2985-JUUBZ,Dulzura,91917,32.622999,-116.687855
2987-BJXIK,Tulare,93274,36.185471,-119.375243
2988-GBIVW,Knights Landing,95645,38.875508,-121.765866
2988-PLAHS,Sierraville,96126,39.559709,-120.345639
2988-QRAJY,Santa Rosa,95403,38.488431,-122.752839
2990-HWIML,Ontario,91764,34.074087,-117.605618
2990-IAJSV,San Francisco,94110,37.750021,-122.415201
2990-OGYTD,Fullerton,92831,33.879983,-117.895482
2995-UPRYS,Long Beach,90802,33.752524,-118.210737
2995-YWTCD,Browns Valley,95918,39.292334,-121.320597
2996-XAUVF,Needles,92363,34.711224,-114.702256
2999-AANRQ,Sacramento,95833,38.619049,-121.517552
3001-CBHLQ,Angels Camp,95222,38.071327,-120.632221
3001-UNBTL,Burbank,91506,34.169706,-118.323548
3002-WQZWT,Murrieta,92563,33.581045,-117.14719
3003-CMDUU,Santa Paula,93060,34.402343,-119.094824
3005-NFMTA,Valencia,91354,34.457005,-118.573726
3005-TYFRD,Tollhouse,93667,36.993666,-119.348267
3006-XIMLN,Garden Valley,95633,38.852544,-120.837669
3007-FDPEA,Fallbrook,92028,33.362575,-117.299644
3009-JWMPU,Five Points,93624,36.397745,-120.119911
3011-WQKSZ,Foresthill,95631,39.031876,-120.811141
3012-VFFMN,Richvale,95974,39.495768,-121.747472
3014-WJKSM,San Luis Obispo,93401,35.233745,-120.626442
3016-KSVCP,Rancho Palos Verdes,90275,33.753146,-118.367459
3018-TFTSU,Hathaway Pines,95233,38.184914,-120.364085
3021-VLNRJ,Encino,91436,34.152875,-118.486056
3022-BEXHZ,Sonoma,95476,38.25485,-122.461799
3023-GFLBR,San Bernardino,92408,34.084909,-117.258107
3026-ATZYV,Riverside,92507,33.976328,-117.319786
3027-YNWZU,San Ramon,94583,37.766556,-121.976784
3027-ZTDHO,Fresno,93721,36.732694,-119.783786
3030-YDNRM,Pasadena,91107,34.159007,-118.087353
3030-YZADT,Grass Valley,95949,39.099204,-121.137962
3030-ZKIWL,Lake Isabella,93240,35.607875,-118.466318
3034-ZBEQN,La Puente,91746,34.038983,-117.991372
3038-PQIUY,Dulzura,91917,32.622999,-116.687855
3039-MJSLN,Cressey,95312,37.420273,-120.66527
3043-SUDUA,West Sacramento,95605,38.592745,-121.540036
3043-TYBNO,Kneeland,95549,40.664483,-123.865325
3045-XETSH,Lake Hughes,93532,34.659579,-118.584212
3049-NDXFL,San Diego,92130,32.957195,-117.202542
3049-SOLAY,San Diego,92109,32.787836,-117.232376
3050-GBUSH,Burlingame,94010,37.57028,-122.365778
3050-RLLXC,Kyburz,95720,38.766036,-120.209673
3055-MJDSB,Planada,95365,37.329725,-120.306399
3055-OYMSE,Saratoga,95070,37.257772,-122.051824
3055-VTCGS,Whittier,90605,33.960891,-118.032222
3057-VJJQE,Yorba Linda,92886,33.897253,-117.792202
3058-HJCUY,Rancho Cordova,95742,38.591134,-121.161585
3058-WQDRE,Branscomb,95417,39.710591,-123.682799
3059-NGMXB,San Jose,95124,37.257063,-121.923037
